id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
7.27E+17,Home in Lorne · 4 bedrooms · 5 beds · 2.5 baths,84586909,Surf Coast,-38.5483549,143.9785371,Entire home/apt,565,2,2,02-07-2023,0.32,587,131,2
7.27E+17,Home in Anglesea · 3 bedrooms · 5 beds · 2 baths,84586909,Surf Coast,-38.4191721,144.169977,Entire home/apt,260,2,0,,2.04,587,151,0
7.27E+17,Home in Torquay · 4 bedrooms · 2 baths,12095543,Surf Coast,-38.3042741,144.3355126,Entire home/apt,379,4,0,,3.84,1,134,0
7.27E+17,Home in Anglesea · ★4.33 · 4 bedrooms · 6 beds · 3 baths,84586909,Surf Coast,-38.4146073,144.1801067,Entire home/apt,529,2,3,25-11-2023,0.88,587,123,3
7.27E+17,Home in Anglesea · 4 bedrooms · 5 beds · 2 baths,84586909,Surf Coast,-38.4126851,144.1791638,Entire home/apt,471,2,0,,0.49,587,146,0
7.27E+17,Home in Aireys Inlet · 2 bedrooms · 3 beds · 1 bath,84586909,Surf Coast,-38.4585332,144.1091029,Entire home/apt,260,2,0,,0.4,587,169,0
7.27E+17,Home in Kennett River · 3 bedrooms · 3 beds · 1 bath,84586909,Colac Otway,-38.668562,143.857293,Entire home/apt,325,2,0,,1.71,587,165,0
7.27E+17,Vacation home in Indented Head · ★4.86 · 5 bedrooms · 7 beds · 3 baths,58551502,Greater Geelong,-38.13392,144.70461,Entire home/apt,820,2,7,19-11-2023,0.58,1,178,7
7.27E+17,Rental unit in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.5484221,143.9843486,Entire home/apt,412,2,0,,0.09,587,123,0
7.27E+17,Rental unit in Lorne · 2 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.548354,143.9844169,Entire home/apt,353,2,0,,0.56,587,145,0
7.27E+17,Home in Lorne · 6 bedrooms · 8 beds · 5 baths,84586909,Surf Coast,-38.543223,143.97383,Entire home/apt,1418,2,0,,1,587,171,0
7.27E+17,Home in Anglesea · 2 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.402598,144.179931,Entire home/apt,165,2,0,,0.4,587,0,0
7.27E+17,Home in Anglesea · 3 bedrooms · 5 beds · 1 bath,84586909,Surf Coast,-38.41279,144.185342,Entire home/apt,236,2,0,,1.5,587,0,0
7.28E+17,Home in Port Fairy · 4 bedrooms · 6 beds · 2 baths,68601670,Moyne,-38.3766663,142.2447316,Entire home/apt,518,2,1,28-10-2023,0.49,112,100,1
7.28E+17,Home in Lorne · 4 bedrooms · 6 beds · 2 baths,84586909,Surf Coast,-38.546144,143.977014,Entire home/apt,518,2,1,18-10-2023,0.42,587,132,1
7.28E+17,Townhouse in Ocean Grove · ★4.46 · 3 bedrooms · 6 beds · 2 baths,376934461,Greater Geelong,-38.26597,144.5314,Entire home/apt,605,2,13,26-11-2023,0.98,7,6,12
7.28E+17,Home in Lorne · 4 bedrooms · 4 beds · 3.5 baths,84586909,Surf Coast,-38.5182855,143.9881073,Entire home/apt,794,2,0,,0.51,587,147,0
7.28E+17,Townhouse in Lorne · 3 bedrooms · 5 beds · 2 baths,84586909,Surf Coast,-38.5270522,143.9798959,Entire home/apt,471,2,2,06-11-2023,0.3,587,143,2
7.28E+17,Home in Aireys Inlet · 3 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.462538,144.100306,Entire home/apt,479,2,0,,1.07,587,136,0
7.28E+17,Home in Torquay · 3 bedrooms · 3 beds · 2 baths,317252695,Surf Coast,-38.30457,144.34326,Entire home/apt,543,2,2,14-01-2023,0.16,1,360,2
7.28E+17,Home in Moggs Creek · 2 bedrooms · 2 beds · 1 bath,84586909,Surf Coast,-38.462977,144.066786,Entire home/apt,224,2,0,,0.75,587,139,0
7.28E+17,Home in Lorne · 6 bedrooms · 12 beds · 4 baths,84586909,Surf Coast,-38.5389828,143.9746,Entire home/apt,847,2,1,01-04-2023,0.11,587,119,1
7.28E+17,Home in Lorne · 2 bedrooms · 3 beds · 1 bath,84586909,Surf Coast,-38.52468,143.981206,Entire home/apt,325,2,0,,0.56,587,151,0
7.28E+17,Home in Ocean Grove · ★4.75 · 4 bedrooms · 4 beds · 2 baths,466856181,Greater Geelong,-38.24918,144.52287,Entire home/apt,355,2,12,07-12-2023,0.97,54,247,11
7.28E+17,Vacation home in Geelong · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,449664812,Greater Geelong,-38.13425279,144.3548078,Entire home/apt,267,2,16,09-06-2023,1.17,51,136,11
7.28E+17,Home in Curlewis · ★4.94 · 5 bedrooms · 8 beds · 3 baths,449664812,Greater Geelong,-38.16496,144.54751,Entire home/apt,299,2,30,10-12-2023,2.31,51,0,29
7.28E+17,Guest suite in Saint Leonards · ★4.86 · 1 bedroom · 1 bed · 1 bath,481755990,Greater Geelong,-38.17457158,144.7176775,Entire home/apt,200,1,21,17-12-2023,1.44,1,354,18
7.28E+17,Rental unit in Lorne · 2 bedrooms · 2 beds · 2 baths,84586909,Surf Coast,-38.538108,143.97312,Entire home/apt,377,2,0,,0.58,587,106,0
7.28E+17,Rental unit in Lorne · 4 bedrooms · 4 beds · 1 bath,84586909,Surf Coast,-38.538108,143.97312,Entire home/apt,436,2,0,,0.05,587,134,0
7.28E+17,Rental unit in Lorne · 5 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.53811,143.97312,Entire home/apt,541,2,0,,1.61,587,124,0
7.28E+17,Home in Lorne · 3 bedrooms · 4 beds · 3 baths,84586909,Surf Coast,-38.5357479,143.9700328,Entire home/apt,412,2,0,,6.14,587,8,0
7.28E+17,Home in Jan Juc · ★4.97 · 3 bedrooms · 5 beds · 2 baths,44076478,Surf Coast,-38.3504,144.29483,Entire home/apt,980,2,28,11-11-2023,1.96,27,0,22
7.28E+17,Home in Lorne · ★4.80 · 5 bedrooms · 6 beds · 2 baths,84586909,Surf Coast,-38.5460145,143.9742391,Entire home/apt,683,2,5,19-11-2023,0.47,587,71,5
7.28E+17,Home in Fairhaven · 3 bedrooms · 8 beds · 2 baths,84586909,Surf Coast,-38.463828,144.086161,Entire home/apt,329,2,2,16-07-2023,0.14,587,128,1
7.28E+17,Home in Ocean Grove · ★5.0 · 3 bedrooms · 4 beds · 2 baths,481830792,Greater Geelong,-38.2517213,144.5532666,Entire home/apt,500,1,25,18-06-2023,1.86,1,341,19
7.28E+17,Home in Ocean Grove · 4 bedrooms · 3 beds · 2.5 baths,481849423,Greater Geelong,-38.267095,144.5517254,Entire home/apt,412,1,2,08-04-2023,0.21,1,0,2
7.29E+17,Home in Apollo Bay · ★4.95 · 3 bedrooms · 6 beds · 2 baths,149228970,Colac Otway,-38.7499322,143.6599361,Entire home/apt,149,2,22,22-12-2023,1.67,1,122,20
7.29E+17,Home in Port Fairy · ★5.0 · 3 bedrooms · 7 beds · 1 bath,270695470,Moyne,-38.37908,142.24399,Entire home/apt,1574,2,23,23-12-2023,2.38,1,53,23
7.29E+17,Home in Lorne · 3 bedrooms · 6 beds · 2 baths,84586909,Surf Coast,-38.5476952,143.9752256,Entire home/apt,447,2,1,30-09-2023,0.34,587,150,1
7.29E+17,Home in Moggs Creek · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.467992,144.065156,Entire home/apt,259,2,1,26-10-2022,0.07,587,129,0
7.29E+17,Home in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.5466941,143.9829326,Entire home/apt,1271,2,0,,0.91,587,157,0
7.29E+17,Home in Anglesea · 4 bedrooms · 5 beds · 2 baths,84586909,Surf Coast,-38.4261011,144.1767081,Entire home/apt,377,2,1,20-01-2023,0.09,587,2,1
7.29E+17,Home in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.542605,143.969904,Entire home/apt,407,2,0,,4.66,587,155,0
7.29E+17,Home in Marengo · ★4.86 · 3 bedrooms · 4 beds · 1.5 baths,104022814,Colac Otway,-38.77930069,143.6640015,Entire home/apt,957,2,7,06-10-2023,0.58,65,268,7
7.29E+17,Vacation home in Pennyroyal · ★4.75 · 2 bedrooms · 3 beds · 1 bath,479599498,Surf Coast,-38.42539,143.86587,Entire home/apt,179,1,44,11-11-2023,3.01,5,75,39
7.29E+17,Rental unit in Geelong · 2 bedrooms · 2 beds · 2 baths,53483056,Greater Geelong,-38.1535434,144.3635281,Entire home/apt,321,2,1,18-10-2022,0.07,26,2,0
7.29E+17,Vacation home in Pennyroyal · ★4.70 · 2 bedrooms · 3 beds · 1 bath,479599498,Surf Coast,-38.42674,143.86427,Entire home/apt,172,1,50,27-11-2023,3.36,5,76,39
7.29E+17,Home in Fairhaven · ★4.60 · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.467906,144.082877,Entire home/apt,730,2,5,19-11-2023,0.48,587,143,5
7.29E+17,Home in Lorne · 5 bedrooms · 6 beds · 3 baths,84586909,Surf Coast,-38.538681,143.97051,Entire home/apt,750,2,1,06-11-2023,0.58,587,134,1
7.29E+17,Home in Lorne · 4 bedrooms · 5 beds · 3 baths,84586909,Surf Coast,-38.546016,143.973515,Entire home/apt,918,2,0,,1.06,587,143,0
7.29E+17,Home in Indented Head · 5 bedrooms · 5 beds · 2 baths,11132246,Greater Geelong,-38.1421865,144.7099873,Entire home/apt,682,2,1,08-01-2023,0.08,64,350,1
7.29E+17,Home in Lorne · 3 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.5392648,143.9745114,Entire home/apt,606,2,0,,1.74,587,83,0
7.29E+17,Home in Fairhaven · 1 bedroom · 1 bed · 1 bath,84586909,Surf Coast,-38.4673665,144.0794277,Entire home/apt,1147,2,2,15-09-2023,0.34,587,56,2
7.29E+17,Home in Point Lonsdale · 4 bedrooms · 5 beds · 2.5 baths,98096620,Queenscliffe,-38.2777978,144.6096776,Entire home/apt,477,2,0,,0.72,96,0,0
7.29E+17,Home in Anglesea · 3 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.4133931,144.178466,Entire home/apt,306,2,2,11-11-2023,0.55,587,130,2
7.29E+17,Home in Eastern View · 6 bedrooms · 7 beds · 2 baths,84586909,Surf Coast,-38.4707873,144.0450613,Entire home/apt,2499,2,0,,0.18,587,145,0
7.29E+17,Rental unit in Lorne · 6 bedrooms · 8 beds · 3 baths,84586909,Surf Coast,-38.529611,143.980049,Entire home/apt,1023,2,0,,0.12,587,119,0
7.29E+17,Home in Torquay · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.3263821,144.3193794,Entire home/apt,414,2,0,,0.82,587,160,0
7.29E+17,Home in Lorne · 5 bedrooms · 5 beds · 3 baths,84586909,Surf Coast,-38.5179693,143.9910761,Entire home/apt,2411,2,1,07-01-2023,0.08,587,16,1
7.29E+17,Home in Anglesea · 4 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.4255007,144.1757069,Entire home/apt,1304,2,0,,0.78,587,174,0
7.29E+17,Home in Lorne · 4 bedrooms · 6 beds · 2 baths,84586909,Surf Coast,-38.538068,143.9711717,Entire home/apt,283,2,0,,0.38,587,82,0
7.29E+17,Home in Wye River · 3 bedrooms · 3 beds · 2 baths,84586909,Colac Otway,-38.6325076,143.8924676,Entire home/apt,625,2,1,01-11-2022,0.07,587,157,0
7.29E+17,Home in Wye River · 3 bedrooms · 4 beds · 2 baths,84586909,Colac Otway,-38.6307837,143.8915419,Entire home/apt,412,2,2,07-10-2023,0.23,587,89,2
7.29E+17,Home in Wye River · 3 bedrooms · 4 beds · 2 baths,84586909,Colac Otway,-38.6339904,143.8875103,Entire home/apt,377,2,1,11-06-2023,0.15,587,153,1
7.29E+17,Guest suite in Moolap · ★4.95 · Studio · 1 bed · 1 bath,83222915,Greater Geelong,-38.17058,144.41,Entire home/apt,188,1,128,20-12-2023,8.85,1,136,117
7.30E+17,Home in Skenes Creek · ★4.78 · 4 bedrooms · 9 beds · 2 baths,84844682,Colac Otway,-38.72205,143.71781,Entire home/apt,900,2,9,25-12-2023,0.66,1,158,8
7.30E+17,Home in Lorne · 3 bedrooms · 5 beds · 2 baths,84586909,Surf Coast,-38.528607,143.975303,Entire home/apt,494,2,0,,0.16,587,169,0
7.30E+17,Home in Lorne · 4 bedrooms · 5 beds · 4 baths,84586909,Surf Coast,-38.518554,143.987769,Entire home/apt,1000,2,1,02-03-2023,0.1,587,149,1
7.30E+17,Home in Lorne · ★4.67 · 5 bedrooms · 7 beds · 3 baths,84586909,Surf Coast,-38.537017,143.967445,Entire home/apt,1360,2,3,29-08-2023,0.57,587,129,3
7.30E+17,Home in Clifton Springs · 3 bedrooms · 5 beds · 1 bath,11132246,Greater Geelong,-38.1620725,144.5702273,Entire home/apt,300,2,1,10-04-2023,0.11,64,359,1
7.30E+17,Home in Anglesea · 4 bedrooms · 6 beds · 2 baths,84586909,Surf Coast,-38.4181117,144.1708656,Entire home/apt,377,2,0,,0.08,587,168,0
7.30E+17,Rental unit in Geelong · ★4.83 · 1 bedroom · 1 bed · 1 bath,168066985,Greater Geelong,-38.15284,144.3629,Entire home/apt,194,2,23,07-11-2023,1.8,42,0,21
7.30E+17,Home in Lorne · 3 bedrooms · 5 beds · 2 baths,84586909,Surf Coast,-38.5329295,143.9734122,Entire home/apt,353,2,1,13-03-2023,0.1,587,144,1
7.30E+17,Home in Lorne · 1 bedroom · 3 beds · 1 bath,84586909,Surf Coast,-38.528973,143.979911,Entire home/apt,165,2,1,26-09-2023,0.32,587,0,1
7.30E+17,Home in Moggs Creek · ★4.75 · 7 bedrooms · 9 beds · 4.5 baths,84586909,Surf Coast,-38.4668964,144.0606589,Entire home/apt,2117,2,4,01-10-2023,0.49,587,123,4
7.30E+17,Vacation home in Marengo · ★3.67 · 3 bedrooms · 5 beds · 1 bath,129562,Colac Otway,-38.77444,143.66224,Entire home/apt,397,2,3,30-07-2023,0.3,47,348,3
7.30E+17,Home in Point Lonsdale · ★4.67 · 4 bedrooms · 7 beds · 2 baths,98096620,Greater Geelong,-38.2773337,144.6081459,Entire home/apt,524,2,3,06-03-2023,0.22,96,132,2
7.30E+17,Home in Lorne · 4 bedrooms · 5 beds · 3 baths,84586909,Surf Coast,-38.5479292,143.9772081,Entire home/apt,959,2,0,,0.24,587,164,0
7.30E+17,Home in Anglesea · 5 bedrooms · 5 beds · 3 baths,84586909,Surf Coast,-38.4143901,144.1787135,Entire home/apt,577,2,0,,0.07,587,175,0
7.30E+17,Home in Anglesea · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.4114419,144.1831938,Entire home/apt,271,2,0,,0.25,587,0,0
7.30E+17,Home in Lorne · ★3.33 · 4 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.5364382,143.9686525,Entire home/apt,383,2,3,15-04-2023,0.21,587,131,2
7.30E+17,Home in Barwon Heads · 3 bedrooms · 4 beds · 2 baths,85268986,Greater Geelong,-38.27431484,144.4860514,Entire home/apt,306,5,1,30-12-2022,0.08,1,0,1
7.31E+17,Home in Lorne · 3 bedrooms · 3 beds · 1 bath,84586909,Surf Coast,-38.5505079,143.9839545,Entire home/apt,377,2,1,01-11-2022,0.07,587,145,0
7.31E+17,Home in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.5413749,143.9743487,Entire home/apt,589,2,0,,0.12,587,151,0
7.31E+17,Home in Lorne · 5 bedrooms · 6 beds · 2 baths,84586909,Surf Coast,-38.5447387,143.9760746,Entire home/apt,912,2,0,,3,587,136,0
7.31E+17,Rental unit in Lorne · 3 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.5479011,143.9840022,Entire home/apt,851,2,0,,0.52,587,159,0
7.31E+17,Home in Lorne · 4 bedrooms · 6 beds · 2 baths,84586909,Surf Coast,-38.5179693,143.9910761,Entire home/apt,1448,2,0,,0.25,587,180,0
7.31E+17,Home in Torquay · ★4.72 · 3 bedrooms · 4 beds · 2 baths,301778313,Surf Coast,-38.30981,144.34337,Entire home/apt,1338,2,18,01-10-2023,1.34,2,151,15
7.31E+17,Home in Anglesea · 3 bedrooms · 4 beds · 1 bath,84586909,Surf Coast,-38.4113659,144.1869373,Entire home/apt,236,2,0,,2.07,587,146,0
7.31E+17,Home in Anglesea · 4 bedrooms · 5 beds · 1 bath,84586909,Surf Coast,-38.425359,144.175235,Entire home/apt,329,2,0,,0.94,587,0,0
7.31E+17,Home in Anglesea · 3 bedrooms · 4 beds · 1 bath,84586909,Surf Coast,-38.423215,144.174172,Entire home/apt,329,2,0,,0.31,587,18,0
7.31E+17,Home in Lorne · 4 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.5376298,143.9679409,Entire home/apt,577,2,0,,2.81,587,85,0
7.31E+17,Home in Anglesea · 4 bedrooms · 5 beds · 2 baths,84586909,Surf Coast,-38.4107598,144.1815643,Entire home/apt,294,2,0,,0.5,587,145,0
7.31E+17,Rental unit in Lorne · 2 bedrooms · 2 beds · 2 baths,84586909,Surf Coast,-38.5380969,143.9744521,Entire home/apt,271,2,1,10-06-2023,0.15,587,143,1
7.31E+17,Rental unit in Lorne · 4 bedrooms · 4 beds · 3 baths,84586909,Surf Coast,-38.538219,143.97399,Entire home/apt,412,2,0,,0.85,587,115,0
7.31E+17,Home in Aireys Inlet · 3 bedrooms · 4 beds · 1 bath,84586909,Surf Coast,-38.457094,144.112934,Entire home/apt,447,2,0,,0.49,587,140,0
7.31E+17,Home in Lorne · 4 bedrooms · 4 beds · 3 baths,84586909,Surf Coast,-38.51762,143.98689,Entire home/apt,1176,2,2,09-04-2023,0.17,587,144,2
7.31E+17,Home in Anglesea · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.4213676,144.1695209,Entire home/apt,441,2,0,,1.05,587,146,0
7.31E+17,Home in Separation Creek · 3 bedrooms · 3 beds · 2 baths,84586909,Colac Otway,-38.6294401,143.8985013,Entire home/apt,412,2,0,,5.36,587,155,0
7.31E+17,Home in Ocean Grove · 4 bedrooms · 5 beds · 2 baths,208384071,Greater Geelong,-38.25835,144.55164,Entire home/apt,450,4,1,02-01-2023,0.08,1,356,1
7.31E+17,Rental unit in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.5297986,143.9809903,Entire home/apt,541,2,0,,0.26,587,70,0
7.31E+17,Home in Lorne · 3 bedrooms · 4 beds · 2 baths,84586909,Surf Coast,-38.5320868,143.9772044,Entire home/apt,647,2,0,,0.58,587,168,0
7.31E+17,Home in Anglesea · 4 bedrooms · 6 beds · 3 baths,84586909,Surf Coast,-38.420991,144.175889,Entire home/apt,424,2,0,,0.08,587,118,0
7.31E+17,Home in Anglesea · 3 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.421972,144.17417,Entire home/apt,434,2,1,11-06-2023,0.15,587,155,1
7.31E+17,Home in Anglesea · 3 bedrooms · 3 beds · 2 baths,84586909,Surf Coast,-38.4271841,144.1768524,Entire home/apt,365,2,0,,0.09,587,144,0
7.31E+17,Home in Lorne · 5 bedrooms · 5 beds · 3 baths,84586909,Surf Coast,-38.5367985,143.9674522,Entire home/apt,1435,2,0,,1.56,587,162,0
7.31E+17,Home in Fairhaven · 4 bedrooms · 5 beds · 2.5 baths,84586909,Surf Coast,-38.464382,144.076662,Entire home/apt,459,2,0,,0.1,587,2,0
7.31E+17,Home in Lorne · 5 bedrooms · 6 beds · 2.5 baths,84586909,Surf Coast,-38.5322966,143.9744568,Entire home/apt,794,2,0,,0.08,587,107,0
7.31E+17,Home in Anglesea · 3 bedrooms · 5 beds · 1 bath,84586909,Surf Coast,-38.4097574,144.1764948,Entire home/apt,286,2,1,10-04-2023,0.11,587,29,1
7.31E+17,Home in Indented Head · 4 bedrooms · 8 beds · 2 baths,11132246,Greater Geelong,-38.1404312,144.7082139,Entire home/apt,456,2,2,06-10-2023,0.17,64,1,2
7.31E+17,Home in Point Lonsdale · 3 bedrooms · 4 beds · 2 baths,98096620,Queenscliffe,-38.287045,144.6126203,Entire home/apt,571,2,1,03-12-2023,1,96,157,1
7.32E+17,Home in Torquay · ★5.0 · 4 bedrooms · 4 beds · 2 baths,30375395,Surf Coast,-38.30727,144.34996,Entire home/apt,607,3,5,28-01-2023,0.41,1,24,5
7.32E+17,Home in Anglesea · ★5.0 · 2 bedrooms · 2 beds · 1 bath,6108496,Surf Coast,-38.4088,144.18064,Entire home/apt,851,7,4,27-01-2023,0.32,1,0,3
7.32E+17,Home in Warrnambool · ★4.75 · 4 bedrooms · 5 beds · 2 baths,482563256,Warrnambool,-38.38807683,142.4908794,Entire home/apt,594,2,8,05-05-2023,0.54,1,254,4
7.32E+17,Rental unit in Geelong · ★4.25 · 1 bedroom · 2 beds · 1 bath,140206749,Greater Geelong,-38.14509232,144.3640138,Entire home/apt,297,2,7,01-10-2023,0.6,29,0,7
7.32E+17,Home in Torquay · ★4.82 · 3 bedrooms · 4 beds · 2.5 baths,446753665,Surf Coast,-38.33311,144.32061,Entire home/apt,551,4,11,03-12-2023,0.91,1,129,11
7.33E+17,Home in Point Lonsdale · ★4.88 · 2 bedrooms · 3 beds · 2 baths,51678707,Queenscliffe,-38.26785,144.6182,Entire home/apt,574,2,8,30-09-2023,0.66,153,24,8
7.33E+17,Farm stay in Wyelangta · ★4.93 · 3 bedrooms · 3 beds · 2 baths,440926821,Colac Otway,-38.6631744,143.4475559,Entire home/apt,400,3,28,21-12-2023,2.07,1,144,26
7.33E+17,Home in Ocean Grove · 5 bedrooms · 5 beds · 3 baths,55834456,Greater Geelong,-38.26748,144.51771,Entire home/apt,1700,5,2,07-01-2023,0.17,1,302,2
7.33E+17,Farm stay in Anakie · ★4.91 · 1 bedroom · 1 bath,165276748,Greater Geelong,-37.88510836,144.2575803,Entire home/apt,210,1,33,25-12-2023,2.42,4,173,28
7.33E+17,Home in Kennett River · ★4.75 · 3 bedrooms · 6 beds · 1 bath,46656140,Colac Otway,-38.66345,143.85936,Entire home/apt,380,2,8,11-06-2023,0.62,1,153,6
7.34E+17,Guesthouse in Newtown · ★5.0 · 1 bedroom · 1 bed · 1 bath,8276572,Greater Geelong,-38.15700238,144.3219714,Entire home/apt,350,1,19,16-12-2023,1.3,1,353,15
7.34E+17,Home in Ocean Grove · 3 bedrooms · 3 beds · 2 baths,3540961,Greater Geelong,-38.25678,144.50958,Entire home/apt,447,4,2,07-01-2023,0.17,1,0,2
7.34E+17,Guesthouse in Point Lonsdale · ★4.98 · 1 bedroom · 1 bed · 1 bath,339747140,Greater Geelong,-38.26715137,144.6177537,Entire home/apt,220,1,79,17-12-2023,5.5,1,0,65
7.34E+17,Cottage in Saint Leonards · ★5.0 · 4 bedrooms · 5 beds · 1 bath,482832785,Greater Geelong,-38.18874,144.70611,Entire home/apt,550,3,3,25-12-2023,0.31,1,85,3
7.34E+17,Rental unit in Newtown · ★New · 2 bedrooms · 2 beds · 1 bath,481320353,Greater Geelong,-38.14683037,144.3310478,Entire home/apt,211,2,1,04-12-2023,1,1,329,1
7.34E+17,Home in Saint Leonards · ★5.0 · 3 bedrooms · 6 beds · 1 bath,11308903,Greater Geelong,-38.1760409,144.7163873,Entire home/apt,450,2,7,07-03-2023,0.5,1,0,3
7.35E+17,Rental unit in Queenscliff · 2 bedrooms · 3 beds · 1 bath,129945846,Queenscliffe,-38.26802,144.6591,Entire home/apt,528,1,0,,3.99,58,335,0
7.35E+17,Home in Penshurst · ★5.0 · 1 bedroom · 2 beds · 1 bath,480384914,Southern Grampians,-37.8706828,142.2880914,Entire home/apt,186,1,43,20-12-2023,3.03,1,348,35
7.35E+17,Home in Anglesea · ★5.0 · 3 bedrooms · 5 beds · 2 baths,26036045,Surf Coast,-38.40423,144.1871,Entire home/apt,571,2,7,19-12-2023,0.59,1,311,7
7.35E+17,Home in Ocean Grove · ★4.40 · 4 bedrooms · 5 beds · 2 baths,256102206,Greater Geelong,-38.26556,144.54108,Entire home/apt,504,2,5,09-12-2023,0.57,11,347,5
7.36E+17,Home in Ocean Grove · ★4.88 · 2 bedrooms · 3 beds · 1 bath,213629579,Greater Geelong,-38.26471,144.51516,Entire home/apt,550,1,49,21-12-2023,3.39,22,0,41
7.36E+17,Home in Torquay · 5 bedrooms · 3 beds · 3.5 baths,135590671,Surf Coast,-38.3121614,144.3203807,Entire home/apt,814,5,2,10-04-2023,0.17,1,149,2
7.36E+17,Villa in Jan Juc · ★4.67 · 5 bedrooms · 5 beds · 3 baths,173429646,Surf Coast,-38.35434,144.28987,Entire home/apt,1643,2,3,24-01-2023,0.25,43,6,3
7.36E+17,Villa in Portarlington · ★4.60 · 2 bedrooms · 3 beds · 1 bath,11132246,Greater Geelong,-38.11602,144.65893,Entire home/apt,248,2,5,02-10-2023,0.43,64,347,5
7.37E+17,Home in Portland North · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,256784047,Glenelg,-38.31348,141.59715,Entire home/apt,546,2,16,25-06-2023,1.25,1,64,14
7.37E+17,Vacation home in Ocean Grove · ★4.44 · 3 bedrooms · 3 beds · 1.5 baths,466856181,Greater Geelong,-38.26314,144.55318,Entire home/apt,295,2,25,09-12-2023,1.94,54,292,23
7.37E+17,Townhouse in Ocean Grove · 3 bedrooms · 4 beds · 2 baths,466856181,Greater Geelong,-38.26834,144.5246,Entire home/apt,253,2,2,13-03-2023,0.16,54,256,1
7.37E+17,Home in Ocean Grove · ★4.97 · 3 bedrooms · 4 beds · 2 baths,466856181,Greater Geelong,-38.26299,144.54864,Entire home/apt,242,2,35,02-12-2023,2.59,54,100,29
7.37E+17,Home in Torquay · ★4.84 · 4 bedrooms · 5 beds · 2.5 baths,436105044,Surf Coast,-38.3091034,144.3436835,Entire home/apt,1257,2,31,10-12-2023,2.28,67,72,24
7.37E+17,Home in Torquay · 2 bedrooms · 2 beds · 1.5 baths,66396829,Surf Coast,-38.31216,144.32562,Entire home/apt,594,2,2,09-04-2023,0.21,1,0,2
7.37E+17,Home in Belmont · ★5.0 · 3 bedrooms · 4 beds · 2 baths,7347706,Greater Geelong,-38.18461,144.35204,Entire home/apt,386,1,3,22-12-2023,2.73,1,161,3
7.37E+17,Home in Newtown · 3 bedrooms · 4 beds · 2.5 baths,14215150,Greater Geelong,-38.15096,144.34712,Entire home/apt,679,4,1,10-02-2023,0.09,12,71,1
7.37E+17,Villa in Portarlington · ★4.50 · 2 bedrooms · 3 beds · 1 bath,11132246,Greater Geelong,-38.1160207,144.6589255,Entire home/apt,204,2,6,27-11-2023,0.47,64,333,5
7.37E+17,Hotel in Portarlington · ★5.0 · 1 bedroom · 1 bed · 1 bath,11132246,Greater Geelong,-38.1160207,144.6589255,Private room,72,2,4,11-11-2023,0.3,64,316,3
7.37E+17,Rental unit in Lorne · 3 bedrooms · 4 beds · 2.5 baths,84586909,Surf Coast,-38.5478987,143.9839926,Entire home/apt,753,2,0,,5.11,587,2,0
7.37E+17,Home in Geelong West · ★4.80 · 3 bedrooms · 5 beds · 1.5 baths,53483056,Greater Geelong,-38.14489,144.3376,Entire home/apt,210,2,15,10-04-2023,1.06,26,0,12
7.37E+17,Bed and breakfast in Cobden · ★5.0 · 1 bedroom · 1 bed · 1 private bath,483527553,Corangamite,-38.33925,143.07707,Private room,160,1,12,07-11-2023,0.98,1,359,11
7.37E+17,Home in Warrnambool · ★4.75 · 5 bedrooms · 6 beds · 2.5 baths,18025304,Warrnambool,-38.35456,142.46616,Entire home/apt,573,2,16,08-10-2023,1.17,19,155,15
7.38E+17,Townhouse in Newtown · ★4.50 · 2 bedrooms · 3 beds · 2 baths,53483056,Greater Geelong,-38.15764,144.35079,Entire home/apt,347,2,4,09-05-2023,0.3,26,146,2
